1602831117.9083643,-1,0,0,1
1602831117.9083643,-1,0,2,0
1602831117.9083643,-1,0,2,3
1602831117.9083643,-1,0,4,5
1602831117.9083643,-1,0,3,4
1602831117.9083643,-1,0,6,2
1602831117.9083643,-1,0,6,7
1602831117.9083643,-1,0,6,8
1602831117.9083643,-1,0,6,9
1602831117.9083643,-1,0,6,10
1602831117.9083643,-1,0,6,11
1602831117.9083643,-1,0,6,12
1602831117.9083643,-1,0,6,13
1602831117.9083643,-1,0,14,15
1602831117.9083643,-1,0,7,14
1602831117.9083643,-1,0,7,16
1602831117.9083643,-1,0,17,18
1602831117.9083643,-1,0,16,17
1602831117.9083643,-1,0,19,20
1602831117.9083643,-1,0,8,19
1602831117.9083643,-1,0,8,21
1602831117.9083643,-1,0,22,23
1602831117.9083643,-1,0,21,22
1602831117.9083643,-1,0,24,25
1602831117.9083643,-1,0,9,24
1602831117.9083643,-1,0,9,26
1602831117.9083643,-1,0,27,28
1602831117.9083643,-1,0,26,27
1602831117.9083643,-1,0,29,28
1602831117.9083643,-1,0,10,29
1602831117.9083643,-1,0,10,30
1602831117.9083643,-1,0,31,1
1602831117.9083643,-1,0,30,31
1602831117.9083643,-1,0,32,28
1602831117.9083643,-1,0,11,32
1602831117.9083643,-1,0,11,33
1602831117.9083643,-1,0,34,15
1602831117.9083643,-1,0,33,34
1602831117.9083643,-1,0,35,36
1602831117.9083643,-1,0,12,35
1602831117.9083643,-1,0,12,37
1602831117.9083643,-1,0,38,25
1602831117.9083643,-1,0,37,38
1602831117.9083643,-1,0,39,6
1602831117.9083643,-1,0,39,40
1602831117.9083643,-1,0,41,5
1602831117.9083643,-1,0,40,41
1602831117.9113975,0,0,0,3,0,0
1602831117.9173977,0,0,0,4,0,0
1602831117.9204,0,0,0,0,0,0
1602831117.9433975,0,0,1,0,1,0
1602831117.9513955,0,0,1,4,1,0
1602831117.994395,0,0,1,-1,1,0
1602831118.0663912,0,0,1,3,1,0
1602831118.1723921,0,0,0,5,0,0
1602831118.2103949,0,0,0,1,0,0
1602831118.264358,0,0,1,5,1,0
1602831118.5863523,1,0,1
1602831118.5993865,-1,1,0,1
1602831118.5993865,-1,1,2,0
1602831118.5993865,-1,1,2,3
1602831118.5993865,-1,1,4,5
1602831118.5993865,-1,1,3,4
1602831118.5993865,-1,1,6,2
1602831118.5993865,-1,1,6,7
1602831118.5993865,-1,1,6,8
1602831118.5993865,-1,1,6,9
1602831118.5993865,-1,1,6,10
